,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,参考相場,,,,,
,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,インドネシアルピア,中国人民元,香港ドル,インドルピー,マレーシアリンギ,フィリピンペソ,シンガポールドル,韓国ウォン,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,パプアニューギニアキナ,ハンガリーフォリント,チェココロナ,ポーランドズロチ,トルコリラ,,インドネシアルピア,中国人民元,マレーシアリンギ,韓国ウォン,台湾ドル,ロシアルーブル
,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,MYR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,TRY,,IDR(100),CNY,MYR,KRW(100),TWD,RUB
2002/8/21,118.5,181.41,116.25,75.74,79.15,12.66,15.66,15.86,64.93,55.87,10.94,314.82,*****,*****,15.19,2.45,*****,2.29,67.78,9.95,2.82,395.53,31.61,32.27,12.12,*****,*****,*****,*****,,,1.35,14.32,*****,*****,3.51,
2002/8/22,119.1,181.98,116.47,76.47,79.35,12.76,15.69,15.79,64.75,55.75,10.92,316.42,*****,*****,15.27,2.47,*****,2.3,68.03,9.97,2.83,397.4,31.77,32.43,12.17,*****,*****,*****,*****,,,1.37,14.39,*****,*****,3.52,
2002/8/23,119.9,182.25,116.17,76.88,78.89,12.65,15.66,15.72,64.91,56.13,11.06,318.54,*****,*****,15.37,2.49,*****,2.31,68.17,9.99,2.83,399.67,31.99,32.65,12.21,*****,*****,*****,*****,,,1.38,14.49,*****,*****,3.54,
2002/8/26,119.5,182.08,116.32,76.68,79.04,12.65,15.67,15.71,64.96,55.89,11.04,317.48,*****,*****,15.32,2.48,*****,2.29,68.14,9.98,2.83,397.14,31.88,32.54,12.15,*****,*****,*****,*****,,,1.36,14.44,*****,*****,3.52,
2002/8/27,119.7,182.12,116.43,77.07,79.1,12.78,15.69,15.78,65.51,56.37,11.1,318.01,*****,*****,15.35,2.48,*****,2.3,68.11,9.96,2.83,397.67,31.93,32.6,12.19,*****,*****,*****,*****,,,1.35,14.46,*****,*****,3.51,
2002/8/28,118.3,181.29,116.21,76.11,79.25,12.7,15.66,15.75,65.48,55.96,11.26,314.29,*****,*****,15.17,2.45,*****,2.28,67.68,9.91,2.81,393.68,31.56,32.22,11.96,*****,*****,*****,*****,,,1.34,14.29,*****,*****,3.47,
2002/8/29,118.9,182.51,116.44,76.13,79.23,12.77,15.7,15.79,65.59,55.8,11.24,315.89,*****,*****,15.24,2.47,*****,2.3,67.85,9.87,2.8,396.99,31.72,32.38,12.02,*****,*****,*****,*****,,,1.36,14.37,*****,*****,3.49,
2002/8/30,117.95,182.53,116.11,75.68,78.95,12.7,15.66,15.74,65.1,55.31,11.13,313.36,*****,*****,15.12,2.45,*****,2.29,67.43,9.83,2.79,393.95,31.47,32.12,11.92,*****,*****,*****,*****,,,1.35,14.25,*****,*****,3.47,
2002/9/2,118.7,183.99,116.42,76.09,79.11,12.65,15.69,15.74,65.17,55.63,11.21,315.27,*****,*****,15.22,2.46,*****,2.3,67.79,9.84,2.81,394.88,31.67,32.32,11.99,*****,*****,*****,*****,,,1.35,14.34,*****,*****,3.48,
2002/9/3,118.15,183.17,116.32,75.89,79.05,12.56,15.68,15.68,65.11,55.59,11.16,313.89,*****,*****,15.15,2.45,*****,2.29,67.58,9.86,2.8,393.31,31.52,32.17,11.91,*****,*****,*****,*****,,,1.35,14.27,*****,*****,3.46,
2002/9/4,117.25,183.44,116.78,75.54,79.78,12.5,15.74,15.66,63.91,54.58,10.89,311.67,*****,*****,15.03,2.43,*****,2.27,67.23,9.81,2.79,391.09,31.28,31.93,11.71,*****,*****,*****,*****,,,1.34,14.17,*****,*****,3.43,
2002/9/5,118.15,184.93,117.11,75.37,80.12,12.64,15.78,15.84,64.4,55.03,11.12,314.06,*****,*****,15.15,2.46,*****,2.29,67.57,9.88,2.8,395.15,31.52,32.18,11.85,*****,*****,*****,*****,,,1.35,14.27,*****,*****,3.46,
2002/9/6,118.6,185.95,117.65,75.45,80.61,12.73,15.86,15.98,64.33,55.28,11.26,315.26,*****,*****,15.21,2.46,*****,2.3,67.85,9.93,2.81,396.66,31.64,32.3,11.87,*****,*****,*****,*****,,,1.36,14.33,*****,*****,3.49,
2002/9/9,118.7,184.91,116.46,76.1,79.88,12.68,15.7,15.82,64.96,55.77,11.25,315.52,*****,*****,15.22,2.46,*****,2.3,67.81,9.93,2.81,395.27,31.67,32.33,11.88,*****,*****,*****,*****,,,1.35,14.34,*****,*****,3.49,
2002/9/10,118.85,184.87,116.48,75.99,79.88,12.69,15.69,15.83,65.31,55.91,11.35,315.92,*****,*****,15.24,2.47,*****,2.3,67.91,9.93,2.81,395.51,31.71,32.35,11.95,*****,*****,*****,*****,,,1.36,14.36,*****,*****,3.49,
2002/9/11,119.8,186.44,116.79,76.18,79.98,12.73,15.74,15.83,65.71,56.27,11.3,318.45,*****,*****,15.36,2.49,*****,2.31,68.18,9.97,2.83,399.73,31.96,32.63,12.02,*****,*****,*****,*****,,,1.36,14.47,*****,*****,3.51,
2002/9/12,120.35,186.98,117.47,76.07,80.17,12.82,15.83,15.93,66.02,57.05,11.43,319.91,*****,*****,15.43,2.5,*****,2.33,68.5,10.01,2.83,401.43,32.11,32.78,12.07,*****,*****,*****,*****,,,1.37,14.54,*****,*****,3.51,
2002/9/13,119.8,186.97,117.7,75.52,80.16,12.77,15.86,16.01,66.09,56.85,11.5,318.45,*****,*****,15.36,2.49,*****,2.32,68.21,10,2.83,400,31.96,32.63,12.03,*****,*****,*****,*****,,,1.36,14.47,*****,*****,3.5,
2002/9/17,122.4,188.52,118.3,77.32,80.38,13,15.94,16.15,67.21,57.72,11.44,325.36,*****,*****,15.69,2.54,*****,2.34,68.89,10.07,2.84,406.1,32.65,33.33,12.28,*****,*****,*****,*****,,,1.37,14.79,*****,*****,3.54,
2002/9/18,122.1,188.11,118.83,77.21,80.76,13.01,16.01,16.2,66.67,57.08,11.6,324.56,*****,*****,15.66,2.53,*****,2.34,68.73,10.09,2.84,405.24,32.57,33.25,12.24,*****,*****,*****,*****,,,1.36,14.75,*****,*****,3.53,
2002/9/19,121.9,188.96,119.22,77.26,81.26,13.1,16.05,16.25,66.87,57.45,11.54,324.03,*****,*****,15.63,2.53,*****,2.34,68.75,10.07,2.84,406.33,32.52,33.2,12.2,*****,*****,*****,*****,,,1.37,14.73,*****,*****,3.53,
2002/9/20,121.85,189.81,120.25,77.37,82.2,13.22,16.2,16.37,66.91,57.71,11.56,323.9,*****,*****,15.62,2.53,*****,2.34,68.64,10.17,2.82,406.44,32.51,33.16,11.99,*****,*****,*****,*****,,,1.37,14.72,*****,*****,3.53,
2002/9/24,123.7,191.76,120.73,78.12,82.52,13.33,16.26,16.46,67.06,57.92,11.58,328.81,*****,*****,15.86,2.57,*****,2.37,69.45,10.09,2.85,410.69,33,33.69,12.1,*****,*****,*****,*****,,,1.37,14.95,*****,*****,3.56,
2002/9/25,123.15,192.27,120.98,77.58,82.72,13.3,16.3,16.54,67.19,58.09,11.57,327.35,*****,*****,15.79,2.56,*****,2.36,69.15,10.08,2.84,410.5,32.85,33.54,11.98,*****,*****,*****,*****,,,1.37,14.88,*****,*****,3.55,
2002/9/26,122.6,191.08,119.83,77.55,81.84,13.09,16.14,16.4,66.88,57.83,11.65,325.89,*****,*****,15.72,2.55,*****,2.35,68.76,10.01,2.83,408.8,32.71,33.39,12.01,*****,*****,*****,*****,,,1.38,14.81,*****,*****,3.53,
2002/9/27,122.4,190.81,119.57,77.75,81.5,13.05,16.11,16.32,66.6,57.5,11.64,325.36,*****,*****,15.69,2.54,*****,2.35,68.79,9.99,2.82,408,32.65,33.33,12.12,*****,*****,*****,*****,,,1.38,14.79,*****,*****,3.51,
2002/9/30,122.6,191.5,120.32,77.61,82.15,13.17,16.21,16.42,66.62,57.56,11.66,325.89,*****,*****,15.72,2.55,*****,2.35,68.98,9.99,2.83,407.31,32.71,33.39,12.04,*****,*****,*****,*****,,,1.37,14.81,*****,*****,3.53,
2002/10/1,122.15,191.89,120.62,76.91,82.87,13.18,16.25,16.53,66.27,57.37,11.61,324.69,*****,*****,15.66,2.54,*****,2.34,68.5,9.94,2.82,406.22,32.59,33.26,12.01,*****,*****,*****,*****,,,1.37,14.76,*****,*****,3.51,
2002/10/2,122.85,191.94,120.63,77.68,82.4,13.35,16.26,16.52,66.97,58.24,11.83,326.56,*****,*****,15.75,2.55,*****,2.35,68.67,9.99,2.82,408.28,32.78,33.46,12.18,*****,*****,*****,*****,,,1.38,14.84,*****,*****,3.53,
2002/10/3,122.95,192.9,121.35,77.35,83.18,13.35,16.34,16.61,66.98,58.23,11.83,326.82,*****,*****,15.76,2.56,*****,2.34,68.91,10.09,2.83,410.24,32.8,33.48,12.18,*****,*****,*****,*****,,,1.39,14.85,*****,*****,3.53,
2002/10/4,122.6,192.31,120.97,77.04,82.85,13.33,16.29,16.56,66.92,58.53,11.84,325.89,*****,*****,15.72,2.55,*****,2.34,68.76,9.97,2.82,410.17,32.71,33.39,12.07,*****,*****,*****,*****,,,1.38,14.81,*****,*****,3.52,
2002/10/7,123.2,192.67,120.61,77.41,82.52,13.31,16.25,16.56,67.39,59.16,11.8,327.49,*****,*****,15.8,2.55,*****,2.35,69.14,9.99,2.83,409.3,32.87,33.55,12.14,*****,*****,*****,*****,,,1.38,14.88,*****,*****,3.53,
2002/10/8,124.25,194.65,122.15,77.93,83.52,13.44,16.45,16.78,68.34,60,11.87,330.28,*****,*****,15.93,2.58,*****,2.36,69.37,10.02,2.84,412.65,33.15,33.84,12.2,*****,*****,*****,*****,,,1.39,15.01,*****,*****,3.56,
2002/10/9,123.95,192.73,121.57,77.65,82.88,13.28,16.38,16.72,67.69,59.58,11.82,329.48,*****,*****,15.89,2.57,*****,2.36,69.33,9.96,2.84,411.79,33.07,33.76,12.24,*****,*****,*****,*****,,,1.39,14.97,*****,*****,3.54,
2002/10/10,123.3,192.95,121.98,77.18,83.39,13.29,16.43,16.75,67.72,59.1,11.82,327.75,*****,*****,15.81,2.57,*****,2.35,68.97,9.91,2.82,411.55,32.9,33.58,12.07,*****,*****,*****,*****,,,1.39,14.9,*****,*****,3.53,
2002/10/11,123.6,193.48,121.99,77.75,83.32,13.35,16.43,16.79,67.68,59.18,11.93,328.55,*****,*****,15.85,2.57,*****,2.36,68.93,9.85,2.82,412.41,32.98,33.66,12.16,*****,*****,*****,*****,,,1.39,14.93,*****,*****,3.54,
2002/10/15,124.55,193.86,123.04,78.42,84.12,13.54,16.57,16.92,67.95,59.46,11.92,331.07,*****,*****,15.97,2.59,*****,2.36,69.03,9.87,2.83,413.92,33.23,33.92,12.34,*****,*****,*****,*****,,,1.36,15.05,*****,*****,3.56,
2002/10/16,124.9,193.94,122.49,78.69,83.48,13.5,16.5,16.79,68.26,59.83,12,332,*****,*****,16.01,2.6,*****,2.36,69.25,9.87,2.84,414.67,33.32,34.01,12.36,*****,*****,*****,*****,,,1.36,15.09,*****,*****,3.57,
2002/10/17,124.75,193.64,122.22,78.75,83.31,13.46,16.46,16.65,68.43,59.92,12.04,331.61,*****,*****,16,2.59,*****,2.37,69.51,9.96,2.84,415.69,33.28,33.97,12.43,*****,*****,*****,*****,,,1.38,15.07,*****,*****,3.58,
2002/10/18,125.25,194.31,121.71,79.79,82.86,13.36,16.39,16.44,69.03,60.4,12.19,332.93,*****,*****,16.06,2.6,*****,2.37,70.06,10.09,2.87,416.81,33.42,34.11,12.58,*****,*****,*****,*****,,,1.38,15.13,*****,*****,3.6,
2002/10/21,125.45,193.85,121.62,79.7,82.71,13.42,16.38,16.43,69.24,60.66,12.14,333.47,*****,*****,16.09,2.6,*****,2.37,70.1,10.06,2.87,415.81,33.47,34.16,12.6,*****,*****,*****,*****,,,1.37,15.16,*****,*****,3.61,
2002/10/22,125,192.9,121.65,79.95,82.75,13.41,16.38,16.45,69.59,60.44,12.29,332.27,*****,*****,16.03,2.6,*****,2.36,70.13,10.1,2.87,414.73,33.35,34.04,12.57,*****,*****,*****,*****,,,1.38,15.1,*****,*****,3.6,
2002/10/23,125.05,193.05,122.2,79.77,83.16,13.35,16.45,16.47,69.04,60.34,12.23,332.4,*****,*****,16.03,2.6,*****,2.36,69.95,10.08,2.86,416.42,33.36,34.06,12.55,*****,*****,*****,*****,,,1.37,15.11,*****,*****,3.6,
2002/10/24,124.5,192.74,121.42,79.54,82.75,13.31,16.35,16.5,68.94,60.35,12.26,330.94,*****,*****,15.96,2.59,*****,2.36,69.94,10.13,2.85,414.31,33.22,33.91,12.55,*****,*****,*****,*****,,,1.37,15.04,*****,*****,3.6,
2002/10/25,124.4,193.44,121.7,79.4,82.92,13.31,16.38,16.52,68.99,60.55,12.32,330.68,*****,*****,15.95,2.59,*****,2.36,69.89,10.08,2.86,414.11,33.19,33.88,12.48,*****,*****,*****,*****,,,1.37,15.03,*****,*****,3.59,
2002/10/28,124.5,193.01,121.52,79.48,82.87,13.36,16.36,16.51,69.12,60.74,12.34,330.94,*****,*****,15.96,2.58,*****,2.35,70.09,10.12,2.87,412.94,33.22,33.91,12.5,*****,*****,*****,*****,,,1.36,15.04,*****,*****,3.6,
2002/10/29,123.6,192.7,121.55,79.29,82.99,13.37,16.37,16.43,69.1,60.55,12.34,328.55,*****,*****,15.85,2.56,*****,2.34,69.81,10.1,2.85,410.77,32.98,33.66,12.3,*****,*****,*****,*****,,,1.35,14.93,*****,*****,3.56,
2002/10/30,122.9,191.37,120.76,78.56,82.43,13.31,16.26,16.35,68.18,59.74,12.24,326.69,*****,*****,15.76,2.55,*****,2.32,69.54,10,2.84,408.44,32.79,33.47,12.1,*****,*****,*****,*****,,,1.35,14.85,*****,*****,3.55,
2002/10/31,123.2,191.95,121.29,78.42,82.82,13.4,16.33,16.46,68.09,59.54,12.26,327.49,*****,*****,15.8,2.56,*****,2.33,69.53,10.01,2.84,410.8,32.87,33.55,12.12,*****,*****,*****,*****,,,1.35,14.88,*****,*****,3.56,
2002/11/1,122.7,192.17,121.53,78.68,83.15,13.4,16.36,16.52,68.14,59.71,12.3,326.16,*****,*****,15.73,2.55,*****,2.32,69.42,10.03,2.83,409.55,32.74,33.42,12.07,*****,*****,*****,*****,,,1.35,14.82,*****,*****,3.55,
2002/11/5,122.05,190.06,121.77,78.41,83.27,13.36,16.4,16.57,68.49,60.66,12.38,324.43,*****,*****,15.65,2.54,*****,2.31,69.42,10.05,2.83,406.43,32.56,33.24,12,*****,*****,*****,*****,,,1.34,14.75,*****,*****,3.54,
2002/11/6,122.2,190.55,122.08,78.44,83.45,13.37,16.43,16.59,68.49,60.42,12.36,324.83,*****,*****,15.67,2.54,*****,2.32,69.48,9.99,2.83,406.79,32.6,33.28,12,*****,*****,*****,*****,,,1.34,14.76,*****,*****,3.58,
2002/11/7,121.7,190.5,122.43,78.35,83.67,13.42,16.49,16.66,68.82,60.66,12.38,323.5,*****,*****,15.6,2.53,*****,2.31,69.23,10.03,2.82,407.02,32.47,33.14,11.96,*****,*****,*****,*****,,,1.34,14.7,*****,*****,3.53,
2002/11/8,121.35,191.67,122.36,77.95,83.61,13.41,16.48,16.73,68.76,60.75,12.44,322.57,*****,*****,15.56,2.52,*****,2.3,68.89,10.02,2.81,406.12,32.38,33.05,11.85,*****,*****,*****,*****,,,1.34,14.66,*****,*****,3.53,
2002/11/11,119.95,190.79,121.47,76.69,83.04,13.37,16.36,16.61,67.74,59.35,12.33,318.85,*****,*****,15.38,2.5,*****,2.28,68.23,10.01,2.79,400.37,32,32.67,11.62,*****,*****,*****,*****,,,1.32,14.49,*****,*****,3.5,
2002/11/12,119.7,189.88,120.85,76.07,82.58,13.31,16.28,16.59,67.12,58.94,12.23,318.18,*****,*****,15.35,2.49,*****,2.27,67.93,9.97,2.79,399.4,31.94,32.6,11.58,*****,*****,*****,*****,,,1.32,14.46,*****,*****,3.5,
2002/11/13,119.85,190.43,121.23,75.89,82.84,13.38,16.32,16.6,67.18,59.11,12.23,318.58,*****,*****,15.37,2.5,*****,2.26,67.96,9.94,2.78,400.17,31.98,32.64,11.66,*****,*****,*****,*****,,,1.33,14.48,*****,*****,3.49,
2002/11/14,120.25,190.8,121.12,76.24,82.59,13.37,16.32,16.55,67.44,59.81,12.26,319.64,*****,*****,15.42,2.51,*****,2.27,68.04,9.98,2.78,402.58,32.08,32.75,11.75,*****,*****,*****,*****,,,1.35,14.53,*****,*****,3.48,
2002/11/15,120.7,190.6,121.19,76.64,82.61,13.35,16.32,16.59,67.93,60.48,12.49,320.84,*****,*****,15.48,2.52,*****,2.27,68.41,9.99,2.78,403.68,32.2,32.85,11.82,*****,*****,*****,*****,,,1.36,14.58,*****,*****,3.5,
2002/11/18,120.45,190.61,121.75,76,83.02,13.43,16.4,16.67,67.85,60.07,12.59,320.18,*****,*****,15.44,2.51,*****,2.27,68.36,10.02,2.77,401.9,32.14,32.8,11.79,*****,*****,*****,*****,,,1.35,14.55,*****,*****,3.49,
2002/11/19,120.9,191.3,122.07,76.08,83.2,13.46,16.45,16.71,67.97,60.11,12.59,321.37,*****,*****,15.5,2.52,*****,2.27,68.57,10.02,2.79,403.27,32.26,32.92,11.89,*****,*****,*****,*****,,,1.36,14.61,*****,*****,3.5,
2002/11/20,122.4,193.4,122.85,77.29,83.61,13.55,16.53,16.68,68.34,60.83,12.74,325.36,*****,*****,15.69,2.55,*****,2.3,69.14,10.06,2.82,409.23,32.66,33.33,12.05,*****,*****,*****,*****,,,1.38,14.79,*****,*****,3.54,
2002/11/21,122.65,192.87,122.76,77.37,83.49,13.52,16.53,16.77,68.77,61.29,12.71,326.02,*****,*****,15.73,2.56,*****,2.3,69.24,10.1,2.82,409.93,32.72,33.4,12.16,*****,*****,*****,*****,,,1.39,14.82,*****,*****,3.54,
2002/11/22,122.85,194.2,123.08,77.88,83.74,13.74,16.58,16.86,69.09,61.78,12.83,326.56,*****,*****,15.75,2.57,*****,2.3,69.49,10.12,2.83,410.59,32.78,33.46,12.14,*****,*****,*****,*****,,,1.38,14.84,*****,*****,3.55,
2002/11/25,123.2,194.45,122.61,78.11,83.25,13.65,16.51,16.81,69.48,61.93,13.05,327.49,*****,*****,15.8,2.57,*****,2.3,69.58,10.15,2.84,410.39,32.87,33.55,12.2,*****,*****,*****,*****,,,1.38,14.88,*****,*****,3.57,
2002/11/26,121.95,190.83,120.9,77.48,82.07,13.41,16.29,16.58,68.23,60.88,13.2,324.16,*****,*****,15.64,2.54,*****,2.27,69,10.12,2.82,407.45,32.54,33.21,12.1,*****,*****,*****,*****,,,1.38,14.73,*****,*****,3.53,
2002/11/27,121.7,189.1,120.96,77.17,82.14,13.34,16.29,16.61,68.16,60.4,13.25,323.5,*****,*****,15.61,2.53,*****,2.28,68.99,10.12,2.81,406.48,32.47,33.14,11.99,*****,*****,*****,*****,,,1.37,14.7,*****,*****,3.52,
2002/11/28,122.35,189.21,121.14,77.7,82.18,13.32,16.32,16.66,68.12,60.29,13.28,325.23,*****,*****,15.69,2.55,*****,2.29,69.27,10.13,2.81,408.24,32.64,33.32,12.09,*****,*****,*****,*****,,,1.38,14.78,*****,*****,3.54,
2002/11/29,122.4,189.84,121.58,77.75,82.41,13.39,16.39,16.71,68.83,60.65,13.26,325.36,*****,*****,15.7,2.55,*****,2.29,69.45,10.15,2.82,408.41,32.66,33.33,12.1,*****,*****,*****,*****,,,1.38,14.79,*****,*****,3.53,
2002/12/2,122.85,191.52,122.13,78.62,82.75,13.54,16.45,16.8,68.82,61.27,13.29,326.56,*****,*****,15.75,2.55,*****,2.31,69.5,10.17,2.82,408.68,32.78,33.45,12.12,*****,*****,*****,*****,,,1.39,14.84,*****,*****,3.55,
2002/12/3,124.45,193.67,124.05,79.88,84.24,13.78,16.72,17.06,69.51,62.01,13.52,330.81,*****,*****,15.96,2.59,*****,2.34,70.38,10.24,2.85,413.87,33.2,33.89,12.32,*****,*****,*****,*****,,,1.41,15.04,*****,*****,3.59,
2002/12/4,124.25,195.02,123.96,79.75,84.24,13.72,16.7,17.08,69.53,61.94,13.47,330.28,*****,*****,15.93,2.59,*****,2.33,70.27,10.25,2.85,413.48,33.15,33.84,12.23,*****,*****,*****,*****,,,1.4,15.01,*****,*****,3.58,
2002/12/5,124.65,195.71,124.76,79.87,84.67,13.78,16.81,17.2,70.02,62.61,13.75,331.34,*****,*****,15.98,2.6,*****,2.34,70.4,10.24,2.86,416.05,33.26,33.95,12.15,*****,*****,*****,*****,,,1.41,15.06,*****,*****,3.6,
2002/12/6,125.1,196.54,125.24,79.98,85.07,13.85,16.87,17.23,70.21,62.88,13.76,332.54,*****,*****,16.04,2.61,*****,2.35,70.44,10.2,2.86,417.56,33.38,34.07,12.2,*****,*****,*****,*****,,,1.41,15.11,*****,*****,3.6,
2002/12/9,123.3,194.57,124.58,78.8,84.68,13.77,16.79,17.14,69.44,62,13.42,327.75,*****,*****,15.81,2.57,*****,2.32,69.87,10.19,2.83,410.86,32.9,33.58,12.09,*****,*****,*****,*****,,,1.4,14.9,*****,*****,3.55,
2002/12/10,123.4,195.19,124.78,78.95,84.68,13.74,16.81,17.09,69.56,62.22,13.6,328.02,*****,*****,15.82,2.57,*****,2.33,69.95,10.17,2.85,411.33,32.92,33.6,12.1,*****,*****,*****,*****,,,1.4,14.91,*****,*****,3.57,
2002/12/11,123.95,194.64,124.79,79.44,84.69,13.76,16.81,17.05,69.42,62.15,13.84,329.48,*****,*****,15.89,2.58,*****,2.34,70.09,10.18,2.86,414.13,33.07,33.75,12.2,*****,*****,*****,*****,,,1.4,14.98,*****,*****,3.58,
2002/12/12,123.6,194.73,124.66,79.38,84.54,13.74,16.8,16.98,69.39,62.16,13.92,328.55,*****,*****,15.85,2.58,*****,2.33,70.15,10.2,2.85,413.24,32.98,33.66,12.18,*****,*****,*****,*****,,,1.41,14.93,*****,*****,3.57,
2002/12/13,122.5,193.55,124.78,78.82,84.49,13.68,16.81,17.01,69.32,62.36,13.73,325.62,*****,*****,15.71,2.56,*****,2.31,69.67,10.16,2.83,410.11,32.68,33.36,12.01,*****,*****,*****,*****,,,1.4,14.8,*****,*****,3.52,
2002/12/16,120.6,191.67,123.35,77.23,83.48,13.5,16.62,16.86,68.3,62.01,13.83,320.57,*****,*****,15.46,2.51,*****,2.27,69.02,10.05,2.79,402.94,32.18,32.84,11.87,*****,*****,*****,*****,,,1.37,14.57,*****,*****,3.48,
2002/12/17,121.35,193.07,124.01,77.77,84.04,13.66,16.71,17.03,68.65,62.43,13.82,322.91,*****,*****,15.56,2.53,*****,2.27,69.38,10.09,2.81,405.45,32.37,33.05,11.91,*****,*****,*****,*****,,,1.39,14.66,*****,*****,3.51,
2002/12/18,121.35,193.84,124.78,78.32,85.04,13.74,16.81,17.13,68.61,62.67,13.38,322.57,*****,*****,15.56,2.53,*****,2.27,69.41,10.12,2.82,406.81,32.38,33.05,11.86,*****,*****,*****,*****,,,1.38,14.66,*****,*****,3.51,
2002/12/19,121.05,194.14,124.2,77.87,84.83,13.69,16.74,17.04,68.54,62.24,13.67,321.77,*****,*****,15.52,2.53,*****,2.27,69.32,10.09,2.82,406.07,32.3,32.97,11.94,*****,*****,*****,*****,,,1.38,14.62,*****,*****,3.49,
2002/12/20,120.8,193.51,123.98,77.88,84.83,13.61,16.71,17.04,68.46,62.47,13.54,321.11,*****,*****,15.49,2.53,*****,2.26,69.3,10.05,2.81,405.1,32.23,32.88,11.88,*****,*****,*****,*****,,,1.38,14.59,*****,*****,3.48,
2002/12/24,120.35,191.91,123.47,77.61,84.83,13.55,16.63,16.99,67.56,62.1,13.68,319.91,*****,*****,15.43,2.52,*****,2.26,69.15,10.02,2.8,403.72,32.11,32.78,11.83,*****,*****,*****,*****,,,1.37,14.54,*****,*****,3.48,
2002/12/25,120.35,191.99,124.09,77.75,85.45,13.61,16.73,17.12,67.82,62.33,13.54,319.91,*****,*****,15.43,2.52,*****,2.27,69.21,10.04,2.8,405.22,32.12,32.78,11.8,*****,*****,*****,*****,,,1.37,14.54,*****,*****,3.47,
2002/12/26,120.35,192.25,124.26,77.72,85.62,13.62,16.75,17.15,67.83,62.38,13.63,319.91,*****,*****,15.43,2.52,*****,2.27,69.31,10.04,2.8,403.99,32.11,32.78,11.81,*****,*****,*****,*****,,,1.37,14.54,*****,*****,3.46,
2002/12/27,120.2,192.62,124.72,76.89,85.82,13.68,16.81,17.17,67.79,62.3,13.67,319.51,*****,*****,15.41,2.52,*****,2.28,69.19,10.05,2.79,403.76,32.07,32.74,11.73,*****,*****,*****,*****,,,1.37,14.52,*****,*****,3.47,
2002/12/30,119.95,192.53,125.14,76.44,86.15,13.63,16.86,17.15,67.46,62.46,13.66,318.85,*****,*****,15.38,2.52,*****,2.26,69.18,10.01,2.78,403.33,32,32.67,11.68,*****,*****,*****,*****,,,1.36,14.49,*****,*****,3.46,
2003/1/6,119.85,193.03,124.88,76.61,85.76,13.75,16.83,17.24,68.16,63.23,14.19,318.58,*****,*****,15.37,2.51,*****,2.24,68.83,10.04,2.79,401.51,31.98,32.64,11.54,*****,*****,*****,*****,,,1.35,14.48,*****,*****,3.45,
2003/1/7,119.4,191.83,124.69,76.49,85.61,13.74,16.8,17.24,68.66,63.58,13.97,317.38,*****,*****,15.31,2.5,*****,2.24,68.68,10.08,2.79,401.34,31.87,32.52,11.5,*****,*****,*****,*****,,,1.35,14.43,*****,*****,3.45,
2003/1/8,120.25,193.04,125.24,76.96,85.89,13.84,16.87,17.36,69.02,63.82,13.94,319.64,*****,*****,15.42,2.52,*****,2.26,68.92,10.11,2.81,402.71,32.08,32.75,11.63,*****,*****,*****,*****,,,1.37,14.53,*****,*****,3.5,
2003/1/9,118.9,192.26,125.18,76.18,85.89,13.78,16.86,17.33,68.7,63.53,14.02,316.06,*****,*****,15.25,2.49,*****,2.24,68.5,10.1,2.79,400.61,31.72,32.38,11.42,*****,*****,*****,*****,,,1.35,14.37,*****,*****,3.45,
2003/1/10,119.65,192.17,125.37,77.07,85.85,13.76,16.89,17.37,68.92,63.82,14.01,318.05,*****,*****,15.34,2.51,*****,2.24,68.79,10.15,2.8,402.46,31.92,32.58,11.5,*****,*****,*****,*****,,,1.36,14.46,*****,*****,3.48,
2003/1/14,118.95,190.31,125.37,77.19,85.82,13.69,16.89,17.11,69.66,64.38,13.8,316.19,*****,*****,15.25,2.49,*****,2.23,68.53,10.12,2.79,399.16,31.74,32.39,11.33,*****,*****,*****,*****,,,1.35,14.37,*****,*****,3.46,
2003/1/15,118.1,189.73,124.74,76.6,85.2,13.62,16.8,17,69.28,63.95,13.42,313.93,*****,*****,15.14,2.47,*****,2.22,68.23,10.09,2.77,396.31,31.51,32.14,11.32,*****,*****,*****,*****,,,1.34,14.27,*****,*****,3.44,
2003/1/16,118.25,189.71,124.84,77.01,85.41,13.63,16.81,17.14,69.47,64.2,13.59,314.33,*****,*****,15.16,2.48,*****,2.22,68.19,10.08,2.77,396.81,31.55,32.2,11.29,*****,*****,*****,*****,,,1.35,14.29,*****,*****,3.45,
2003/1/17,118,189.9,125.27,76.86,85.84,13.65,16.86,17.23,69.54,64.53,13.37,313.66,*****,*****,15.13,2.46,*****,2.22,68.14,10.07,2.77,397.31,31.48,32.13,11.22,*****,*****,*****,*****,,,1.35,14.26,*****,*****,3.44,
